Species_Abv,Common Species Name,Genus,Species ,Patient ID,Date Admitted,Month Admitted,Day Admitted,Year Admitted,Month-Year Admitted,Month Na Admitted,Quarter Admitted,Quarter-Year Admitted,Date Released,Duration of Care,Details of rescue,Disposition,Survive 
EASO,,,,2138-02-147,5/27/2002,5,27,2002,5-2002,May,2,2-2002,7/19/2002,53,TRANSFER IN/ORPHANED,RELEASED,
BWHA,,,,2139-02-148,5/27/2002,5,27,2002,5-2002,May,2,2-2002,7/6/2002,40,TRANSFER IN/S COLLISION,RELEASED,
BAEA,,,,2140-02-149,5/28/2002,5,28,2002,5-2002,May,2,2-2002,7/26/2002,59,EMACIATION,RELEASED,
RSHA,,,,2141-02-150,5/28/2002,5,28,2002,5-2002,May,2,2-2002,10/3/2002,128,ORPHANED/EMACIATION,EUTHANIZED,
BAEA,,,,2142-02-151,5/30/2002,5,30,2002,5-2002,May,2,2-2002,8/23/2002,85,S COLLISION,RELEASED,
RSHA,,,,2143-02-152,6/1/2002,6,1,2002,6-2002,Jun,2,2-2002,6/2/2002,1,EMACIATION,DIED,
COHA,,,,2144-02-153,6/4/2002,6,4,2002,6-2002,Jun,2,2-2002,6/24/2002,20,HBC,DIED,
EASO,,,,2145-02-154,6/5/2002,6,5,2002,6-2002,Jun,2,2-2002,6/5/2002,0,S HBC,DIED,
RSHA,,,,2146-02-155,6/6/2002,6,6,2002,6-2002,Jun,2,2-2002,9/13/2002,99,SPP CONFLICT,RELEASED,
RTHA,,,,2147-02-156,6/6/2002,6,6,2002,6-2002,Jun,2,2-2002,6/6/2002,0,S COLLISION,EUTHANIZED,
EASO,,,,2148-02-157,6/7/2002,6,7,2002,6-2002,Jun,2,2-2002,6/9/2002,2,UNKNOWN,EUTHANIZED,
TUVU,,,,2149-02-158,6/9/2002,6,9,2002,6-2002,Jun,2,2-2002,6/9/2002,0,GUNSHOT,EUTHANIZED,
RTHA,,,,2150-02-159,6/10/2002,6,10,2002,6-2002,Jun,2,2-2002,10/18/2002,130,EMACIATION,RELEASED,
RTHA,,,,2151-02-160,6/11/2002,6,11,2002,6-2002,Jun,2,2-2002,7/2/2002,21,S COLLISION,EUTHANIZED,
BDOW,,,,2152-02-161,6/15/2002,6,15,2002,6-2002,Jun,2,2-2002,1/28/2003,227,S HBC,RELEASED,
RSHA,,,,2153-02-162,6/18/2002,6,18,2002,6-2002,Jun,2,2-2002,6/20/2002,2,S COLLISION,DIED,
GHOW,,,,2154-02-163,6/18/2002,6,18,2002,6-2002,Jun,2,2-2002,6/19/2002,1,EMACIATION,DIED,
OSPR,,,,2155-02-164,6/18/2002,6,18,2002,6-2002,Jun,2,2-2002,10/10/2002,114,TRAPPED/ENTANGLED,RELEASED,
GHOW,,,,2156-02-165,6/20/2002,6,20,2002,6-2002,Jun,2,2-2002,6/20/2002,0,TRAPPED/ENTANGLED,EUTHANIZED,
OSPR,,,,2157-02-166,6/24/2002,6,24,2002,6-2002,Jun,2,2-2002,8/1/2002,38,ORPHANED,RELEASED,
OSPR,,,,2158-02-167,6/24/2002,6,24,2002,6-2002,Jun,2,2-2002,6/25/2002,1,ORPHANED,EUTHANIZED,
BLVU,,,,2159-02-168,6/24/2002,6,24,2002,6-2002,Jun,2,2-2002,6/27/2002,3,GUNSHOT,DIED,
OSPR,,,,2160-02-169,6/25/2002,6,25,2002,6-2002,Jun,2,2-2002,7/7/2002,12,ORPHANED/FFN,DIED,
EASO,,,,2161-02-170,6/26/2002,6,26,2002,6-2002,Jun,2,2-2002,6/26/2002,0,S COLLISION,DIED,
STKI,,,,2162-02-171,6/26/2002,6,26,2002,6-2002,Jun,2,2-2002,6/28/2002,2,GUNSHOT,EUTHANIZED,
RTHA,,,,2163-02-172,6/27/2002,6,27,2002,6-2002,Jun,2,2-2002,6/28/2002,1,EMACIATION,EUTHANIZED,
OSPR,,,,2164-02-173,6/28/2002,6,28,2002,6-2002,Jun,2,2-2002,6/28/2002,0,ORPHANED,EUTHANIZED,
OSPR,,,,2165-02-174,6/30/2002,6,30,2002,6-2002,Jun,2,2-2002,7/28/2002,28,ORPHANED,RELEASED,
OSPR,,,,2166-02-175,7/2/2002,7,2,2002,7-2002,Jul,3,3-2002,9/6/2002,66,COLLISION,RELEASED,
RTHA,,,,2167-02-177,7/3/2002,7,3,2002,7-2002,Jul,3,3-2002,7/3/2002,0,EMACIATION,DIED,
EASO,,,,2168-02-177,7/4/2002,7,4,2002,7-2002,Jul,3,3-2002,7/5/2002,1,S COLLISION,EUTHANIZED,
EASO,,,,2169-02-178,7/7/2002,7,7,2002,7-2002,Jul,3,3-2002,7/12/2002,5,S HBC,DIED,
EASO,,,,2170-02-179,7/8/2002,7,8,2002,7-2002,Jul,3,3-2002,8/19/2002,42,S HBC,RELEASED,
TUVU,,,,2171-02-180,7/8/2002,7,8,2002,7-2002,Jul,3,3-2002,7/8/2002,0,S COLLISION,EUTHANIZED,
RTHA,,,,2172-02-181,7/8/2002,7,8,2002,7-2002,Jul,3,3-2002,9/17/2002,71,S COLLISION,EUTHANIZED,
RTHA,,,,2173-02-182,7/9/2002,7,9,2002,7-2002,Jul,3,3-2002,2/20/2003,226,S COLLISION,RELEASED,
OSPR,,,,2174-02-183,7/9/2002,7,9,2002,7-2002,Jul,3,3-2002,9/1/2002,54,ORPHANED,RELEASED,
BDOW,,,,2175-02-184,7/10/2002,7,10,2002,7-2002,Jul,3,3-2002,8/25/2002,46,HBC,EUTHANIZED,
EASO,,,,2176-02-185,7/10/2002,7,10,2002,7-2002,Jul,3,3-2002,9/20/2002,72,S HBC,RELEASED,
GHOW,,,,2177-02-186,7/10/2002,7,10,2002,7-2002,Jul,3,3-2002,7/10/2002,0,HBC,EUTHANIZED,
OSPR,,,,2178-02-187,7/11/2002,7,11,2002,7-2002,Jul,3,3-2002,7/12/2002,1,EMACIATION,DIED,
RSHA,,,,2179-02-188,7/12/2002,7,12,2002,7-2002,Jul,3,3-2002,7/12/2002,0,EMACIATION,EUTHANIZED,
BDOW,,,,2180-02-189,7/12/2002,7,12,2002,7-2002,Jul,3,3-2002,12/14/2002,155,S HBC,RELEASED,
BDOW,,,,2181-02-190,7/12/2002,7,12,2002,7-2002,Jul,3,3-2002,7/12/2002,0,S HBC,EUTHANIZED,
OSPR,,,,2182-02-191,7/12/2002,7,12,2002,7-2002,Jul,3,3-2002,8/3/2002,22,ELECTRIC SHOCK,DIED,
GHOW,,,,2183-02-192,7/12/2002,7,12,2002,7-2002,Jul,3,3-2002,7/14/2002,2,EMACIATION,DIED,
OSPR,,,,2184-02-193,7/12/2002,7,12,2002,7-2002,Jul,3,3-2002,8/22/2002,41,EMACIATION,RELEASED,
OSPR,,,,2185-02-194,7/13/2002,7,13,2002,7-2002,Jul,3,3-2002,10/5/2002,84,GUNSHOT,EUTHANIZED,
COHA,,,,2186-02-195,7/14/2002,7,14,2002,7-2002,Jul,3,3-2002,7/22/2002,8,S COLLISION,DIED,
GHOW,,,,2187-02-196,7/15/2002,7,15,2002,7-2002,Jul,3,3-2002,7/19/2002,4,EMACIATION,DIED,
TUVU,,,,2188-02-197,7/16/2002,7,16,2002,7-2002,Jul,3,3-2002,7/26/2002,10,S COLLISION,EUTHANIZED,
MIKI,,,,2189-02-198,7/18/2002,7,18,2002,7-2002,Jul,3,3-2002,8/27/2002,40,ORPHANED/EMACIATION,RELEASED,
GHOW,,,,2190-02-199,7/23/2002,7,23,2002,7-2002,Jul,3,3-2002,7/23/2002,0,HBC,EUTHANIZED,
RTHA,,,,2191-02-200,7/25/2002,7,25,2002,7-2002,Jul,3,3-2002,10/6/2002,73,TRANSFER IN/EMACIATION,RELEASED,
BDOW,,,,2192-02-201,7/25/2002,7,25,2002,7-2002,Jul,3,3-2002,7/26/2002,1,EMACIATION,DIED,
OSPR,,,,2193-02-202,7/26/2002,7,26,2002,7-2002,Jul,3,3-2002,7/26/2002,0,S COLLISION,DIED,
EASO,,,,2194-02-203,7/28/2002,7,28,2002,7-2002,Jul,3,3-2002,10/2/2002,66,S COLLISION,RELEASED,
BDOW,,,,2195-02-204,7/28/2002,7,28,2002,7-2002,Jul,3,3-2002,7/31/2002,3,S COLLISION,EUTHANIZED,
RSHA,,,,2196-02-205,7/30/2002,7,30,2002,7-2002,Jul,3,3-2002,9/6/2002,38,COLLISION/ENTANGLED,DIED,
RSHA,,,,2197-02-206,7/31/2002,7,31,2002,7-2002,Jul,3,3-2002,7/20/2003,354,EMACIATION,DIED,
TUVU,,,,2198-02-207,7/31/2002,7,31,2002,7-2002,Jul,3,3-2002,8/3/2002,3,S HBC,DIED,
TUVU,,,,2199-02-208,8/1/2002,8,1,2002,8-2002,Aug,3,3-2002,8/1/2002,0,S COLLISION,EUTHANIZED,
MIKI,,,,2200-02-209,8/3/2002,8,3,2002,8-2002,Aug,3,3-2002,10/26/2002,84,S COLLISION,DIED,
TUVU,,,,2201-02-210,8/5/2002,8,5,2002,8-2002,Aug,3,3-2002,8/7/2002,2,COLLISION,DIED,
EASO,,,,2202-02-211,8/5/2002,8,5,2002,8-2002,Aug,3,3-2002,8/10/2002,5,S COLLISION,DIED,
RSHA,,,,2203-02-212,8/6/2002,8,6,2002,8-2002,Aug,3,3-2002,8/8/2002,2,S COLLISION,EUTHANIZED,
MIKI,,,,2204-02-213,8/8/2002,8,8,2002,8-2002,Aug,3,3-2002,8/8/2002,0,EMACIATION,DIED,
BDOW,,,,2205-02-214,8/8/2002,8,8,2002,8-2002,Aug,3,3-2002,8/8/2002,0,S COLLISION,EUTHANIZED,
COHA,,,,2206-02-215,8/8/2002,8,8,2002,8-2002,Aug,3,3-2002,8/9/2002,1,S COLLISION,DIED,
BDOW,,,,2207-02-216,8/10/2002,8,10,2002,8-2002,Aug,3,3-2002,8/10/2002,0,S COLLISION,EUTHANIZED,
BDOW,,,,2208-02-217,8/11/2002,8,11,2002,8-2002,Aug,3,3-2002,10/27/2002,77,S COLLISION,EUTHANIZED,
RTHA,,,,2209-02-218,8/12/2002,8,12,2002,8-2002,Aug,3,3-2002,11/19/2002,99,EMACIATION,RELEASED,
MIKI,,,,2210-02-219,8/12/2002,8,12,2002,8-2002,Aug,3,3-2002,8/13/2002,1,S COLLISION,EUTHANIZED,
MIKI,,,,2211-02-220,8/12/2002,8,12,2002,8-2002,Aug,3,3-2002,7/1/2003,323,S COLLISION,RELEASED,
RTHA,,,,2212-02-221,8/13/2002,8,13,2002,8-2002,Aug,3,3-2002,2/15/2003,186,GUNSHOT,RELEASED,
OSPR,,,,2213-02-222,8/13/2002,8,13,2002,8-2002,Aug,3,3-2002,8/13/2002,0,S COLLISION,EUTHANIZED,
BLVU,,,,2214-02-223,8/15/2002,8,15,2002,8-2002,Aug,3,3-2002,9/23/2002,39,TRANSFER IN/ORPHANED,TRANSFERRED OUT,
EASO,,,,2215-02-224,8/17/2002,8,17,2002,8-2002,Aug,3,3-2002,9/20/2002,34,HBC,RELEASED,
RTHA,,,,2216-02-225,8/19/2002,8,19,2002,8-2002,Aug,3,3-2002,8/20/2002,1,EMACIATION,DIED,
RTHA,,,,2217-02-226,8/19/2002,8,19,2002,8-2002,Aug,3,3-2002,8/19/2002,0,S COLLISION,DIED,
AMKE,,,,2218-02-227,8/20/2002,8,20,2002,8-2002,Aug,3,3-2002,8/20/2002,0,S COLLISION,EUTHANIZED,
TUVU,,,,2219-02-228,8/20/2002,8,20,2002,8-2002,Aug,3,3-2002,10/11/2002,52,S COLLISION,RELEASED,
BDOW,,,,2220-02-229,8/20/2002,8,20,2002,8-2002,Aug,3,3-2002,8/21/2002,1,GUNSHOT,EUTHANIZED,
BWHA,,,,2221-02-230,8/21/2002,8,21,2002,8-2002,Aug,3,3-2002,8/22/2002,1,S COLLISION,EUTHANIZED,
BNOW,,,,2222-02-231,8/22/2002,8,22,2002,8-2002,Aug,3,3-2002,11/11/2002,81,HBC,DIED,
EASO,,,,2223-02-232,8/23/2002,8,23,2002,8-2002,Aug,3,3-2002,8/25/2002,2,EMACIATION,DIED,
BDOW,,,,2224-02-233,8/26/2002,8,26,2002,8-2002,Aug,3,3-2002,3/10/2003,196,HBC,RELEASED,
RTHA,,,,2225-02-234,8/26/2002,8,26,2002,8-2002,Aug,3,3-2002,8/28/2002,2,UNKNOWN,DIED,
OSPR,,,,2226-02-235,8/27/2002,8,27,2002,8-2002,Aug,3,3-2002,8/28/2002,1,EMACIATION,DIED,
RTHA,,,,2227-02-236,9/2/2002,9,2,2002,9-2002,Sep,3,3-2002,9/6/2002,4,EMACIATION,DIED,
TUVU,,,,2228-02-237,9/2/2002,9,2,2002,9-2002,Sep,3,3-2002,9/2/2002,0,S COLLISION,EUTHANIZED,
RTHA,,,,2229-02-238,9/4/2002,9,4,2002,9-2002,Sep,3,3-2002,9/4/2002,0,GUNSHOT,EUTHANIZED,
BDOW,,,,2230-02-239,9/4/2002,9,4,2002,9-2002,Sep,3,3-2002,9/5/2002,1,S COLLISION,EUTHANIZED,
BDOW,,,,2231-02-240,9/8/2002,9,8,2002,9-2002,Sep,3,3-2002,9/13/2002,5,S COLLISION,DIED,
TUVU,,,,2232-02-241,9/8/2002,9,8,2002,9-2002,Sep,3,3-2002,9/9/2002,1,S COLLISION,EUTHANIZED,
MIKI,,,,2233-02-242,9/10/2002,9,10,2002,9-2002,Sep,3,3-2002,5/27/2003,259,S COLLISION,DIED,
BDOW,,,,2234-02-243,9/14/2002,9,14,2002,9-2002,Sep,3,3-2002,9/15/2002,1,INFECTION,EUTHANIZED,
BWHA,,,,2235-02-244,9/15/2002,9,15,2002,9-2002,Sep,3,3-2002,11/6/2002,52,S HBC,RELEASED,
RTHA,,,,2236-02-245,9/18/2002,9,18,2002,9-2002,Sep,3,3-2002,6/14/2003,269,EMACIATION,RELEASED,
TUVU,,,,2237-02-246,9/19/2002,9,19,2002,9-2002,Sep,3,3-2002,9/19/2002,0,S COLLISION,EUTHANIZED,
COHA,,,,2238-02-247,9/19/2002,9,19,2002,9-2002,Sep,3,3-2002,10/9/2002,20,S COLLISION,RELEASED,
COHA,,,,2239-02-248,9/20/2002,9,20,2002,9-2002,Sep,3,3-2002,9/20/2002,0,COLLISION,DIED,
RTHA,,,,2240-02-249,9/23/2002,9,23,2002,9-2002,Sep,3,3-2002,1/17/2003,116,TRANSFER IN,RELEASED,
RTHA,,,,2241-02-250,9/23/2002,9,23,2002,9-2002,Sep,3,3-2002,1/25/2003,124,TRANSFER IN,RELEASED,
EASO,,,,2242-02-251,9/23/2002,9,23,2002,9-2002,Sep,3,3-2002,11/30/2002,68,TRANSFER IN,EUTHANIZED,
TUVU,,,,2243-02-252,9/23/2002,9,23,2002,9-2002,Sep,3,3-2002,10/11/2002,18,TRANSFER IN/GUNSHOT,RELEASED,
RTHA,,,,2244-02-253,9/23/2002,9,23,2002,9-2002,Sep,3,3-2002,9/24/2002,1,ELECTRIC SHOCK,EUTHANIZED,
OSPR,,,,2245-02-254,9/26/2002,9,26,2002,9-2002,Sep,3,3-2002,11/15/2002,50,TRANSFER IN,RELEASED,
OSPR,,,,2246-02-255,9/27/2002,9,27,2002,9-2002,Sep,3,3-2002,9/27/2002,0,S COLLISION,EUTHANIZED,
EASO,,,,2247-02-256,9/28/2002,9,28,2002,9-2002,Sep,3,3-2002,11/23/2002,56,S COLLISION,RELEASED,
BDOW,,,,2248-02-257,9/29/2002,9,29,2002,9-2002,Sep,3,3-2002,9/22/2003,358,HBC,RELEASED,
RSHA,,,,2249-02-258,10/5/2002,10,5,2002,10-2002,Oct,4,4-2002,2/19/2003,137,HBC,EUTHANIZED,
TUVU,,,,2250-02-259,10/5/2002,10,5,2002,10-2002,Oct,4,4-2002,10/5/2002,0,S COLLISION,EUTHANIZED,
TUVU,,,,2251-02-260,10/7/2002,10,7,2002,10-2002,Oct,4,4-2002,10/7/2002,0,S HBC,EUTHANIZED,
TUVU,,,,2252-02-261,10/9/2002,10,9,2002,10-2002,Oct,4,4-2002,10/11/2002,2,S COLLISION,DIED,
OSPR,,,,2253-02-262,10/9/2002,10,9,2002,10-2002,Oct,4,4-2002,10/9/2002,0,S COLLISION,EUTHANIZED,
GHOW,,,,2254-02-263,10/9/2002,10,9,2002,10-2002,Oct,4,4-2002,12/31/2002,83,TRANSFER IN/ENTANGLED,RELEASED,
EASO,,,,2255-02-264,10/10/2002,10,10,2002,10-2002,Oct,4,4-2002,11/23/2002,44,S HBC,RELEASED,
RSHA,,,,2256-02-265,10/10/2002,10,10,2002,10-2002,Oct,4,4-2002,10/16/2002,6,TRAPPED/ENTANGLED,DIED,
RTHA,,,,2257-02-266,10/12/2002,10,12,2002,10-2002,Oct,4,4-2002,10/12/2002,0,UNKNOWN,EUTHANIZED,
BDOW,,,,2258-02-267,10/13/2002,10,13,2002,10-2002,Oct,4,4-2002,10/13/2002,0,INFECTION,EUTHANIZED,
RTHA,,,,2259-02-268,10/14/2002,10,14,2002,10-2002,Oct,4,4-2002,10/14/2002,0,ELECTRIC SHOCK,EUTHANIZED,
COHA,,,,2260-02-269,10/15/2002,10,15,2002,10-2002,Oct,4,4-2002,10/22/2002,7,COLLISION,DIED,
OSPR,,,,2261-02-270,10/16/2002,10,16,2002,10-2002,Oct,4,4-2002,11/7/2002,22,TRAPPED/ENTANGLED,RELEASED,
BLVU,,,,2262-02-271,10/16/2002,10,16,2002,10-2002,Oct,4,4-2002,10/17/2002,1,EMACIATION,EUTHANIZED,
BDOW,,,,2263-02-272,10/17/2002,10,17,2002,10-2002,Oct,4,4-2002,10/17/2002,0,INFECTION,EUTHANIZED,
RTHA,,,,2264-02-273,10/18/2002,10,18,2002,10-2002,Oct,4,4-2002,10/21/2002,3,EMACIATION,DIED,
RSHA,,,,2265-02-274,10/19/2002,10,19,2002,10-2002,Oct,4,4-2002,10/31/2002,12,INFECTION,EUTHANIZED,
OSPR,,,,2266-02-275,10/21/2002,10,21,2002,10-2002,Oct,4,4-2002,10/25/2002,4,HBC/ENTANGLED,EUTHANIZED,
RSHA,,,,2267-02-276,10/22/2002,10,22,2002,10-2002,Oct,4,4-2002,12/21/2002,60,UNKNOWN,RELEASED,
EASO,,,,2268-02-277,10/23/2002,10,23,2002,10-2002,Oct,4,4-2002,10/25/2002,2,S HBC,DIED,
EASO,,,,2269-02-278,10/23/2002,10,23,2002,10-2002,Oct,4,4-2002,12/21/2002,59,S HBC,RELEASED,
PEFA,,,,2270-02-279,10/23/2002,10,23,2002,10-2002,Oct,4,4-2002,10/25/2002,2,S COLLISION,EUTHANIZED,
EASO,,,,2271-02-280,10/25/2002,10,25,2002,10-2002,Oct,4,4-2002,12/17/2002,53,S HBC,EUTHANIZED,
RTHA,,,,2272-02-281,10/25/2002,10,25,2002,10-2002,Oct,4,4-2002,3/24/2003,150,EMACIATION,RELEASED,
AMKE,,,,2273-02-282,10/26/2002,10,26,2002,10-2002,Oct,4,4-2002,10/29/2002,3,S TRAPPED/ENTANGLED,DIED,
EASO,,,,2274-02-283,10/26/2002,10,26,2002,10-2002,Oct,4,4-2002,12/21/2002,56,TRANSFER IN,RELEASED,
RTHA,,,,2275-02-284,10/27/2002,10,27,2002,10-2002,Oct,4,4-2002,10/29/2002,2,GUNSHOT,EUTHANIZED,
RTHA,,,,2276-02-285,10/28/2002,10,28,2002,10-2002,Oct,4,4-2002,10/28/2002,0,UNKNOWN,EUTHANIZED,
EASO,,,,2277-02-286,10/28/2002,10,28,2002,10-2002,Oct,4,4-2002,12/31/2002,64,S HBC,RELEASED,
BDOW,,,,2278-02-287,11/3/2002,11,3,2002,11-2002,Nov,4,4-2002,11/3/2002,0,S HBC,EUTHANIZED,
RTHA,,,,2279-02-288,11/3/2002,11,3,2002,11-2002,Nov,4,4-2002,1/27/2003,85,S HBC,RELEASED,
COHA,,,,2280-02-289,11/4/2002,11,4,2002,11-2002,Nov,4,4-2002,11/5/2002,1,COLLISION,DIED,
RTHA,,,,2281-02-290,11/5/2002,11,5,2002,11-2002,Nov,4,4-2002,3/8/2003,123,S HBC,RELEASED,
EASO,,,,2282-02-291,11/5/2002,11,5,2002,11-2002,Nov,4,4-2002,11/6/2002,1,S HBC,EUTHANIZED,
BAEA,,,,2283-02-292,11/7/2002,11,7,2002,11-2002,Nov,4,4-2002,11/7/2002,0,GUNSHOT,EUTHANIZED,
COHA,,,,2284-02-293,11/7/2002,11,7,2002,11-2002,Nov,4,4-2002,12/26/2002,49,S COLLISION,EUTHANIZED,
OSPR,,,,2285-02-294,11/8/2002,11,8,2002,11-2002,Nov,4,4-2002,11/20/2002,12,S COLLISION,DIED,
COHA,,,,2286-02-295,11/8/2002,11,8,2002,11-2002,Nov,4,4-2002,1/10/2004,428,S HBC,RELEASED,
EASO,,,,2287-02-296,11/9/2002,11,9,2002,11-2002,Nov,4,4-2002,12/21/2002,42,S HBC,RELEASED,
EASO,,,,2288-02-297,11/9/2002,11,9,2002,11-2002,Nov,4,4-2002,1/30/2003,82,S HBC,RELEASED,
EASO,,,,2289-02-298,11/10/2002,11,10,2002,11-2002,Nov,4,4-2002,3/10/2003,120,S COLLISION,RELEASED,
BDOW,,,,2290-02-299,11/11/2002,11,11,2002,11-2002,Nov,4,4-2002,1/25/2003,75,HBC,RELEASED,
EASO,,,,2291-02-300,11/12/2002,11,12,2002,11-2002,Nov,4,4-2002,12/21/2002,39,S HBC,RELEASED,
BDOW,,,,2292-02-301,11/13/2002,11,13,2002,11-2002,Nov,4,4-2002,1/25/2003,73,TRANSFER IN,RELEASED,
RTHA,,,,2293-02-302,11/13/2002,11,13,2002,11-2002,Nov,4,4-2002,2/11/2003,90,TRANSFER IN,DIED,
GHOW,,,,2294-02-303,11/13/2002,11,13,2002,11-2002,Nov,4,4-2002,1/25/2003,73,TRANSFER IN/TRAPPED,RELEASED,
RTHA,,,,2295-02-304,11/16/2002,11,16,2002,11-2002,Nov,4,4-2002,3/8/2003,112,S COLLISION,RELEASED,
COHA,,,,2296-02-305,11/18/2002,11,18,2002,11-2002,Nov,4,4-2002,12/14/2002,26,COLLISION,RELEASED,
BLVU,,,,2297-02-306,11/18/2002,11,18,2002,11-2002,Nov,4,4-2002,12/2/2002,14,S HBC,DIED,
SSHA,,,,2298-02-307,11/18/2002,11,18,2002,11-2002,Nov,4,4-2002,11/18/2002,0,S COLLISION,EUTHANIZED,
BDOW,,,,2299-02-308,11/19/2002,11,19,2002,11-2002,Nov,4,4-2002,11/20/2002,1,HBC,EUTHANIZED,
EASO,,,,2300-02-309,11/21/2002,11,21,2002,11-2002,Nov,4,4-2002,4/19/2003,149,S HBC,RELEASED,
EASO,,,,2301-02-310,11/21/2002,11,21,2002,11-2002,Nov,4,4-2002,1/29/2003,69,S HBC,RELEASED,
BLVU,,,,2302-02-311,11/22/2002,11,22,2002,11-2002,Nov,4,4-2002,11/24/2002,2,GUNSHOT,DIED,
BDOW,,,,2303-02-312,11/22/2002,11,22,2002,11-2002,Nov,4,4-2002,1/25/2003,64,S HBC,RELEASED,
RTHA,,,,2304-02-313,11/23/2002,11,23,2002,11-2002,Nov,4,4-2002,12/5/2002,12,S HBC,EUTHANIZED,
RTHA,,,,2305-02-314,11/23/2002,11,23,2002,11-2002,Nov,4,4-2002,11/24/2002,1,S HBC,EUTHANIZED,
BAEA,,,,2306-02-315,11/24/2002,11,24,2002,11-2002,Nov,4,4-2002,11/28/2002,4,INFECTION,DIED,
RTHA,,,,2307-02-316,11/25/2002,11,25,2002,11-2002,Nov,4,4-2002,6/18/2003,205,S COLLISION,EUTHANIZED,
RSHA,,,,2308-02-317,11/26/2002,11,26,2002,11-2002,Nov,4,4-2002,11/26/2002,0,S TRAPPED/ENTANGLED,EUTHANIZED,
RTHA,,,,2309-02-318,11/26/2002,11,26,2002,11-2002,Nov,4,4-2002,11/26/2002,0,TRAPPED/ENTANGLED,EUTHANIZED,
EASO,,,,2310-02-319,11/27/2002,11,27,2002,11-2002,Nov,4,4-2002,1/8/2003,42,S COLLISION,EUTHANIZED,
EASO,,,,2311-02-320,11/27/2002,11,27,2002,11-2002,Nov,4,4-2002,4/19/2003,143,S COLLISION,RELEASED,
COHA,,,,2312-02-321,11/27/2002,11,27,2002,11-2002,Nov,4,4-2002,12/14/2002,17,COLLISION,RELEASED,
RTHA,,,,2313-02-322,11/27/2002,11,27,2002,11-2002,Nov,4,4-2002,3/13/2003,106,S COLLISION,RELEASED,
BDOW,,,,2314-02-323,11/27/2002,11,27,2002,11-2002,Nov,4,4-2002,1/25/2003,59,S COLLISION,RELEASED,
SSHA,,,,2315-02-324,11/30/2002,11,30,2002,11-2002,Nov,4,4-2002,12/2/2002,2,S HBC,DIED,
COHA,,,,2316-02-325,12/1/2002,12,1,2002,12-2002,Dec,4,4-2002,12/2/2002,1,EMACIATION,DIED,
EASO,,,,2317-02-326,12/2/2002,12,2,2002,12-2002,Dec,4,4-2002,1/30/2003,59,HBC,RELEASED,
COHA,,,,2318-02-327,12/2/2002,12,2,2002,12-2002,Dec,4,4-2002,12/5/2002,3,COLLISION,DIED,
RTHA,,,,2319-02-328,12/5/2002,12,5,2002,12-2002,Dec,4,4-2002,6/14/2003,191,S HBC,RELEASED,
RTHA,,,,2320-02-329,12/7/2002,12,7,2002,12-2002,Dec,4,4-2002,12/8/2002,1,EMACIATION,DIED,
RTHA,,,,2321-02-330,12/7/2002,12,7,2002,12-2002,Dec,4,4-2002,12/8/2002,1,S COLLISION,DIED,
BDOW,,,,2322-02-331,12/9/2002,12,9,2002,12-2002,Dec,4,4-2002,12/9/2002,0,S COLLISION,EUTHANIZED,
BDOW,,,,2323-02-332,12/9/2002,12,9,2002,12-2002,Dec,4,4-2002,12/10/2002,1,GUNSHOT,EUTHANIZED,
BLVU,,,,2324-02-333,12/10/2002,12,10,2002,12-2002,Dec,4,4-2002,12/10/2002,0,GUNSHOT,EUTHANIZED,
BDOW,,,,2325-02-334,12/11/2002,12,11,2002,12-2002,Dec,4,4-2002,12/11/2002,0,INFECTION,EUTHANIZED,
COHA,,,,2326-02-335,12/11/2002,12,11,2002,12-2002,Dec,4,4-2002,12/13/2002,2,COLLISION,DIED,
RTHA,,,,2327-02-336,12/12/2002,12,12,2002,12-2002,Dec,4,4-2002,12/12/2002,0,TRANSFER IN/ENTANGLED,EUTHANIZED,
RTHA,,,,2328-02-337,12/12/2002,12,12,2002,12-2002,Dec,4,4-2002,12/31/2002,19,TRANSFER IN,RELEASED,
RTHA,,,,2329-02-338,12/13/2002,12,13,2002,12-2002,Dec,4,4-2002,3/27/2003,104,EMACIATION,RELEASED,
EASO,,,,2330-02-339,12/14/2002,12,14,2002,12-2002,Dec,4,4-2002,12/14/2002,0,S HBC,EUTHANIZED,
RTHA,,,,2331-02-340,12/14/2002,12,14,2002,12-2002,Dec,4,4-2002,2/3/2003,51,S COLLISION,TRANSFERRED OUT,
RTHA,,,,2332-02-341,12/15/2002,12,15,2002,12-2002,Dec,4,4-2002,12/15/2002,0,GUNSHOT,EUTHANIZED,
RSHA,,,,2333-02-342,12/16/2002,12,16,2002,12-2002,Dec,4,4-2002,12/16/2002,0,S HBC,EUTHANIZED,
BDOW,,,,2334-02-343,12/16/2002,12,16,2002,12-2002,Dec,4,4-2002,12/16/2002,0,S HBC,EUTHANIZED,
EASO,,,,2335-02-344,12/16/2002,12,16,2002,12-2002,Dec,4,4-2002,3/10/2003,84,HBC,RELEASED,
BLVU,,,,2336-02-345,12/17/2002,12,17,2002,12-2002,Dec,4,4-2002,12/17/2002,0,GUNSHOT,EUTHANIZED,
RTHA,,,,2337-02-346,12/17/2002,12,17,2002,12-2002,Dec,4,4-2002,3/28/2003,101,EMACIATION,RELEASED,
RTHA,,,,2338-02-347,12/18/2002,12,18,2002,12-2002,Dec,4,4-2002,2/3/2003,47,S HBC,TRANSFERRED OUT,
